0.426455,0.554668,0.162363
0.047181,0.320457,0.940224
0.889679,0.412300,0.796885
0.299472,0.624829,0.448338
0.555259,0.990917,0.960869
0.919541,0.157503,0.840621
0.386678,0.178231,0.575907
0.497402,0.908130,0.396093
0.247722,0.358542,0.995868
0.969737,0.568374,0.146871
0.672965,0.648972,0.822327
0.471320,0.371451,0.115171
0.543950,0.811734,0.999528
0.862686,0.106124,0.762791
0.202628,0.224984,0.252143
0.040272,0.152197,0.029984
0.780331,0.573983,0.976388
0.975322,0.990658,0.779649
0.278713,0.282353,0.249625
0.405489,0.772616,0.621759
0.256121,0.190286,0.764445
0.545635,0.899960,0.341995
0.908581,0.483526,0.801399
0.446707,0.388210,0.226053
0.554033,0.893297,0.219830
0.531069,0.098581,0.560359
0.392204,0.244107,0.517269
0.182069,0.353060,0.059405
0.105103,0.343551,0.063523
0.470884,0.913027,0.652742
0.225952,0.177017,0.759871
0.663606,0.935871,0.800725
0.020001,0.067563,0.303068
0.970591,0.188658,0.904026
0.077694,0.435955,0.242475
0.240772,0.762946,0.115240
0.596635,0.833111,0.994936
0.141092,0.030319,0.742746
0.231319,0.584107,0.089640
0.743134,0.182992,0.360667
0.181214,0.153292,0.363249
0.747127,0.738667,0.609431
0.534789,0.206424,0.705844
0.219417,0.042209,0.102103
0.742997,0.802631,0.807607
0.720414,0.333874,0.116038
0.281977,0.681264,0.492101
0.816174,0.989647,0.889156
0.408367,0.716862,0.035588
0.807446,0.148428,0.004143
0.058875,0.470431,0.378129
0.854278,0.718837,0.598213
0.151212,0.219102,0.109314
0.199433,0.776542,0.127409
0.268260,0.554262,0.745474
0.102991,0.233202,0.664094
0.614496,0.509442,0.562518
0.283719,0.526383,0.428606
0.096816,0.157209,0.032824
0.818771,0.794440,0.708740
0.963423,0.459299,0.526031
0.790980,0.443704,0.513588
0.142335,0.335967,0.034339
0.758884,0.724422,0.982472
0.676043,0.983315,0.926953
0.596370,0.804009,0.877279
0.941018,0.122355,0.863882
0.220665,0.731728,0.495099
0.448583,0.775414,0.393040
0.112225,0.408581,0.099003
0.404247,0.625622,0.512478
0.107536,0.039266,0.060449
0.284947,0.392658,0.922852
0.833189,0.995411,0.833376
0.952088,0.641776,0.921073
0.002402,0.420790,0.742108
0.763045,0.306496,0.795147
0.199274,0.166413,0.079015
0.011686,0.677408,0.377491
0.097361,0.203279,0.275876
0.546435,0.745042,0.182808
0.500845,0.160435,0.733619
0.265911,0.488984,0.918059
0.831514,0.734340,0.712865
0.616065,0.624598,0.187801
0.895027,0.528259,0.800917
0.284050,0.115083,0.105677
0.571951,0.429226,0.787996
0.355327,0.688215,0.875530
0.100368,0.474853,0.136525
0.267375,0.770672,0.784593
0.802497,0.096233,0.931674
0.059926,0.337574,0.814247
0.388261,0.220069,0.186658
0.467860,0.639403,0.680968
0.220015,0.104184,0.001005
0.122164,0.909122,0.791753
0.958892,0.790035,0.603273
0.695106,0.317420,0.747848
0.343612,0.509609,0.292373
0.934811,0.442602,0.392612
0.263539,0.804761,0.079785
0.969502,0.661767,0.608657
0.671930,0.442365,0.699659
0.661647,0.973005,0.867722
0.242539,0.013411,0.580120
0.471751,0.819292,0.818667
0.619743,0.719313,0.727228
0.873868,0.876426,0.426005
0.901613,0.027442,0.223642
0.213058,0.115921,0.132536
0.722125,0.689399,0.754441
0.824787,0.499623,0.257540
0.445809,0.382749,0.189866
0.728921,0.623478,0.472142
0.021127,0.217018,0.012359
0.084424,0.514044,0.136221
0.663999,0.827063,0.756982
0.351588,0.146070,0.131201
0.688087,0.177565,0.315571
0.612042,0.480753,0.357475
0.850503,0.987768,0.748081
0.656803,0.064646,0.256469
0.909233,0.586123,0.420202
0.310021,0.358671,0.667576
0.472049,0.101568,0.431595
0.841790,0.450401,0.419361
0.297708,0.219388,0.027347
0.358827,0.087279,0.513321
0.259031,0.172290,0.239543
0.782026,0.461049,0.802288
0.210316,0.161543,0.063022
0.927288,0.491961,0.581469
0.257450,0.305034,0.942920
0.490173,0.294591,0.060027
0.591072,0.071856,0.934637
0.156929,0.887309,0.223229
0.182945,0.258292,0.619791
0.672843,0.144030,0.635953
0.854294,0.918533,0.835209
0.578281,0.048065,0.150266
0.060716,0.192548,0.038656
0.875898,0.175507,0.553153
0.061188,0.287221,0.309198
0.936266,0.792633,0.139488
0.362732,0.260693,0.004251
0.526839,0.496078,0.630702
0.816935,0.412304,0.595531
0.813473,0.886931,0.776915
0.721191,0.544278,0.436280
0.525484,0.942844,0.626266
0.256915,0.554449,0.093515
0.878593,0.765978,0.719895
0.859203,0.899502,0.951522
0.628368,0.790147,0.807470
0.958772,0.921032,0.511672
0.779637,0.531043,0.697576
0.538443,0.025262,0.141265
0.228871,0.263109,0.211010
0.337030,0.825734,0.236240
0.340382,0.392801,0.673675
0.357504,0.897425,0.623870
0.312464,0.250880,0.274681
0.983154,0.639355,0.050025
0.246523,0.265780,0.756096
0.717814,0.785103,0.175832
0.106584,0.698128,0.907023
0.476794,0.056360,0.094177
0.640520,0.740037,0.957682
0.196957,0.361808,0.136713
0.842345,0.770814,0.897733
0.605552,0.167986,0.164957
0.335386,0.987521,0.169409
0.837813,0.520040,0.812944
0.579643,0.770214,0.041198
0.170475,0.216562,0.636014
0.588338,0.627188,0.829727
0.314034,0.881521,0.842172
0.834541,0.977211,0.349708
0.099577,0.646516,0.435722
0.447219,0.474982,0.681503
0.934903,0.108967,0.064677
0.995073,0.484625,0.655415
0.105951,0.410017,0.914894
0.454080,0.495437,0.982350
0.739163,0.375560,0.624594
0.217868,0.728400,0.943757
0.226570,0.234617,0.625281
0.028662,0.503842,0.084205
0.033469,0.687092,0.544073
0.596385,0.489721,0.217689
0.339503,0.630171,0.678356
0.612076,0.854720,0.928207
0.733040,0.828476,0.094195
0.228120,0.619149,0.558052
0.397703,0.625510,0.418430
0.112112,0.463681,0.640792
0.129233,0.141851,0.507074
0.105852,0.231125,0.909825
0.055585,0.050589,0.461430
0.776678,0.827430,0.527937
0.554259,0.932185,0.441393
0.219251,0.487370,0.358914
0.711808,0.581116,0.823174
0.307234,0.708578,0.857893
0.981467,0.360879,0.360753
0.511556,0.752345,0.621042
0.140692,0.549830,0.999444
0.450637,0.397474,0.298569
0.127558,0.237396,0.232062
0.873311,0.991898,0.659414
0.168335,0.742958,0.632728
0.074392,0.046875,0.130701
0.077140,0.001477,0.513430
0.426166,0.630103,0.113183
0.364213,0.199710,0.073903
0.921605,0.438919,0.956793
0.712068,0.642410,0.580460
0.622837,0.819120,0.696650
0.103877,0.340357,0.346012
0.668771,0.996132,0.893507
0.008766,0.950325,0.472281
0.798165,0.324041,0.219239
0.774250,0.824073,0.583380
0.416597,0.691610,0.280586
0.452024,0.786535,0.283337
0.576059,0.315100,0.123886
0.996864,0.902127,0.816719
0.802997,0.966791,0.943896
0.404046,0.436006,0.403029
0.398737,0.120720,0.474744
0.054923,0.107116,0.615841
0.517174,0.583560,0.798567
0.236304,0.133413,0.691733
0.135359,0.872709,0.544914
0.618672,0.156319,0.611679
0.770415,0.991858,0.969712
0.624698,0.362734,0.869737
0.991172,0.582540,0.569329
0.495783,0.341491,0.140824
0.594058,0.672250,0.081882
0.388360,0.121628,0.621397
0.242923,0.276416,0.846512
0.379702,0.894502,0.833986
0.073079,0.153341,0.438681
0.011998,0.388275,0.874035
0.865259,0.091561,0.028166
0.021349,0.027075,0.867621
0.897936,0.767764,0.927148
0.576640,0.722715,0.886288
0.967615,0.628479,0.820370
0.469721,0.383209,0.983924
0.506655,0.682592,0.875043
0.553865,0.084140,0.034351
