0.2841578974,0.4223214789,0.4096123834
0.0886805375,0.0655794344,0.0185498079
0.5571855846,0.8826784184,0.8497620481
0.8946837947,0.8771436695,0.7248030074
0.1800764364,0.2629331643,0.5832728294
0.0750552611,0.1464248171,0.2816872745
0.8076343310,0.3550869134,0.3142841463
0.1260603039,0.1028633281,0.0403545137
0.4452130808,0.5147250741,0.5569818026
0.5891714452,0.5111306075,0.4512067734
0.6868142293,0.5758525843,0.4859827755
0.6530238753,0.6228451637,0.6006824282
0.2318776959,0.3777443806,0.2415313021
0.4113562513,0.5733492773,0.5320528706
0.2371086669,0.2661811964,0.3914509920
0.1147968753,0.1713585017,0.2944077404
0.6557932755,0.5699805255,0.3853092070
0.9928719130,0.5006814488,0.5735112101
0.5043458997,0.7361519729,0.6068295914
0.8232274666,0.8819170742,0.9321058436
0.4053965604,0.7558994577,0.5015357794
0.8404180253,0.4293778403,0.6705287600
0.2858576436,0.2749084569,0.3405732582
0.6415792686,0.5886797918,0.5630936705
0.2011589530,0.2481311274,0.4495415373
0.7542638427,0.9303443728,0.5599824182
0.2364630094,0.2752190098,0.3557649854
0.9466283698,0.7936888676,0.8978348223
0.6834549873,0.4347033958,0.6518654362
0.2170979929,0.2227689308,0.1645545042
0.0650237566,0.0444249386,0.0341115062
0.8890040406,0.5340840140,0.6940063196
0.4487364147,0.3971004423,0.8988607412
0.8722923910,0.6658661002,0.8752523529
0.3604268753,0.2583396320,0.4538349572
0.6486218872,0.8330888808,0.8350769512
0.7198786268,0.9795459156,0.9934413898
0.2212260404,0.2372759298,0.1646999784
0.9737801984,0.8872971589,0.9708938466
0.4679275349,0.5823717732,0.4448917174
0.6685086015,0.4464099996,0.5535311203
0.9025067573,0.7543832847,0.5044302015
0.0769034182,0.1402523393,0.1276028065
0.1636032197,0.5315933516,0.3074758566
0.2608141774,0.4381037833,0.8669363538
0.3587157932,0.1358688911,0.1384428815
0.1953087285,0.2823530264,0.3318496379
0.1029128243,0.1478592630,0.1323614408
0.2871014273,0.4786759489,0.1800766318
0.6981657120,0.8600102100,0.4100059575
0.5384623067,0.6999845424,0.6924660319
0.3467849820,0.2725780078,0.2289601694
0.6239204216,0.7633912903,0.9801425277
0.5794852800,0.6720338595,0.8733233676
0.0232127465,0.0344455048,0.0386166085
0.4300612500,0.9802499398,0.6085488324
0.3881773630,0.5377487819,0.6593879713
0.0891726019,0.2690212101,0.1037627540
0.3558288490,0.4916930133,0.6590282748
0.5471313768,0.2296244531,0.3173032709
0.9368990147,0.9439651860,0.9075419603
0.0152713477,0.0129982120,0.0155859315
0.4181962089,0.3402977452,0.9365124066
0.5850681726,0.9333684563,0.9825420166
0.9810959676,0.4000317643,0.6258704864
0.9556893817,0.5355579826,0.5216702079
0.4013256749,0.2173675497,0.1767397865
0.1182629086,0.0881485020,0.2253946307
0.8083058403,0.7207407912,0.2703965250
0.3303268187,0.6524351175,0.3298377055
0.0152074852,0.0134926430,0.0176458479
0.5267029607,0.4571828309,0.5295101951
0.5422048499,0.7339834346,0.6870998635
0.0181232770,0.0457662889,0.0126989219
0.7290711354,0.9097682337,0.8664875929
0.2444324322,0.3746665479,0.3189599307
0.8481751502,0.2722763874,0.4865180421
0.2259471514,0.1035018521,0.1843663490
0.4922081548,0.8315769940,0.6409295734
0.0378725088,0.0552960178,0.0568632883
0.0630139991,0.2366984774,0.0365189547
0.4739408817,0.4315720154,0.4726516816
0.4981931891,0.2630808753,0.2277639043
0.3991364450,0.4747040993,0.2858315199
0.5641443301,0.9571461334,0.8321209375
0.4480274520,0.7631218505,0.3747076998
0.3163837070,0.5429121486,0.4914583238
0.2824543972,0.4744377579,0.2288133762
0.5347074506,0.5490531955,0.8957659744
0.6245933844,0.7304016091,0.6948530207
0.0661929528,0.0891030865,0.0512012646
0.3705495240,0.3842888366,0.5093316427
0.0071019797,0.0062311096,0.0095232514
0.0523237552,0.0980931234,0.0408764489
0.3684230951,0.3160082175,0.5526976484
0.6728017029,0.7523201834,0.9748499164
0.5870697484,0.2911333843,0.3567931559
0.4106479075,0.3224738524,0.6265673619
0.8851117230,0.9362203721,0.6030245181
0.3943361459,0.4703051149,0.2959905921
0.9692022050,0.7151117805,0.8984659518
0.9956619663,0.9667425979,0.8214623928
0.0771213806,0.1549296257,0.1947611057
0.1153934090,0.3156922591,0.4728367724
0.1112711024,0.1261885685,0.0687928977
0.2575359567,0.3456034286,0.6531363339
0.7185971568,0.8468565697,0.5771809501
0.3376730893,0.5122411534,0.5504918377
0.1565527159,0.1613104236,0.0999827541
0.4209193890,0.2688953053,0.1562239371
0.0308716870,0.0481648772,0.0994838732
0.3085285755,0.6192560807,0.1459795261
0.5636827898,0.6025317504,0.9775813623
0.1420071150,0.0713235001,0.4895509414
0.7550998025,0.3753167091,0.4601637965
0.0916010766,0.1774026990,0.2729572204
0.9026270904,0.5673479135,0.7606757518
0.4362692941,0.3020869795,0.4270265352
0.0686490902,0.1432840701,0.0781258536
0.9245353708,0.8680867929,0.6914904112
0.6421951214,0.9878587578,0.3715797361
0.1163417965,0.2113252847,0.2175714536
0.4179391902,0.7816690273,0.9869918290
0.0147935213,0.0092858251,0.0016722044
0.2724475441,0.3884327143,0.3310880864
0.2649168734,0.7462320999,0.7999551199
0.1642082267,0.1498313328,0.2560720868
0.2705364365,0.6524381137,0.3061465427
0.3738290318,0.8651356502,0.3643610476
0.0378194059,0.0584118241,0.0683165608
0.0297516072,0.0623211929,0.1837420108
0.4392154311,0.0654781197,0.1380364350
0.2033115206,0.2057750506,0.4003020856
0.0294782911,0.0454353144,0.0160198493
0.3744158543,0.3877350474,0.5124786939
0.2265471257,0.2511879845,0.5527626487
0.3404701129,0.2905570203,0.4579988544
0.1291023416,0.1651055322,0.0961750902
0.6775523541,0.9835475774,0.8112503552
0.5022813526,0.5157019569,0.5040306332
0.4407606500,0.7383555382,0.6029714603
0.8299244466,0.5774303576,0.1346979211
0.0552867838,0.1494195382,0.0928597402
0.0852041006,0.1983635124,0.1155351239
0.0624802085,0.6283618405,0.0936468155
0.5356756031,0.6336240978,0.6195541310
0.8530754772,0.8517775685,0.9169670070
0.8461652094,0.9798157092,0.9526080860
0.8308481568,0.4337071630,0.8187608907
0.5372484790,0.5340503038,0.6736323521
0.8070289993,0.8116350046,0.9005446248
0.5266943211,0.1162400382,0.5911265581
0.5327852683,0.4599346482,0.5599694372
0.0425923201,0.1306981900,0.0516949466
0.4621571876,0.9049040813,0.5197311644
0.3108249766,0.4224289646,0.7277829913
0.2128497577,0.2385502825,0.2231024091
0.3896570105,0.8296524814,0.9687246435
0.1082937213,0.1138321362,0.1424872994
0.2228279676,0.1979535301,0.7351292404
0.0008033569,0.0009984636,0.0008269175
0.0095179765,0.0286744042,0.0369553304
0.9922594575,0.8326277802,0.8404504336
0.8015016457,0.7632891998,0.8463993493
0.6679374800,0.3719449341,0.5382374488
0.5585870949,0.4359670205,0.5338406330
0.7286205769,0.5904492366,0.9621459018
0.0944130297,0.0613155407,0.0734172995
0.4312685207,0.6654224312,0.6935144161
0.3592494002,0.4097747723,0.4598911845
0.1909335978,0.2743258528,0.1553560389
0.6055935209,0.5590534594,0.5984834241
0.2823484295,0.2282119177,0.0949715384
0.9836343248,0.9808927136,0.9893996184
0.7272336304,0.5278404728,0.3536795110
0.1266119190,0.0599335208,0.0882789256
0.8568878802,0.7658617829,0.9930996289
0.3978723053,0.7639901413,0.4940791552
0.0178637326,0.0196521817,0.0284226021
0.7951569334,0.6977810087,0.9500089371
0.2085217867,0.3043939123,0.4420206207
0.8485077640,0.7170075935,0.9638556788
0.7177913703,0.8733556118,0.8494911263
0.2705310548,0.3558524080,0.3897264423
0.1783051457,0.2637019688,0.1871398029
0.2151666351,0.3570621872,0.2331084518
0.9764623632,0.7841047137,0.6953827050
0.3704069160,0.4479967512,0.3262706912
0.4954789132,0.6037602632,0.6922220554
0.7352774896,0.3459739547,0.7174371817
0.5995907030,0.6681860455,0.5510672376
